task,model_type,model_name,model_path,noise_type,evaluation_scope,num_eval_samples,accuracy,macro_f1,weighted_f1
sentiment,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_char_svm.joblib,typo,changed_only,3074,0.8484059856864021,0.6973854769501378,0.8534928047007636
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,clean,full,3166,0.8919772583701832,0.7289041804941077,0.8869996271404461
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,domain_abbreviation,full,3166,0.8929248262792167,0.7375839798545446,0.8883571566189808
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,domain_abbreviation,changed_only,1530,0.9071895424836601,0.7214368858989979,0.9025684399836292
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,elongation,full,3166,0.8733417561591914,0.7136063492284052,0.8703242665515497
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,elongation,changed_only,3164,0.8732616940581542,0.7121051952077728,0.870216601739024
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,mixed_noise,full,3166,0.8452305748578648,0.6949618565972898,0.8460494757087983
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,mixed_noise,changed_only,3135,0.845933014354067,0.6944914158152314,0.846928410733964
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,no_accent,full,3166,0.4068224889450411,0.35968493832539833,0.4474244434998851
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,no_accent,changed_only,3162,0.40670461733080326,0.35925893634967543,0.4473797809544198
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,teencode_colloquial,full,3166,0.8632343651295009,0.7003810711767603,0.8599880237542454
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,teencode_colloquial,changed_only,1541,0.8423101881894873,0.6614037973945095,0.8444660509290247
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,typo,full,3166,0.873973468098547,0.7131985195746045,0.8705651499442141
sentiment,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\sentiment\tfidf_word_svm.joblib,typo,changed_only,3074,0.8757319453480806,0.7087214425842633,0.8726776914319792
