task,model_type,model_name,noise_type,evaluation_scope,id,true_label,pred_label,severity,changed_token_ratio,subword_delta,subword_inflation_ratio,original_text,noisy_text,text
sentiment,baseline,tfidf_word_svm,no_accent,full,test_149,positive,negative,high,0.782608695652174,21.0,1.4565217391304348,"cách mà thầy hướng cho sinh viên tiếp cận kiến thức , tính chuyên nghiệp trong việc đưa ra những ví dụ thực tiễn phản ánh tốt kiến thức lý thuyết , hướng dẫn cho sinh viên cách tiếp cận với tài liệu tiếng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh ."
sentiment,baseline,tfidf_word_svm,no_accent,changed_only,test_149,positive,negative,high,0.782608695652174,21.0,1.4565217391304348,"cách mà thầy hướng cho sinh viên tiếp cận kiến thức , tính chuyên nghiệp trong việc đưa ra những ví dụ thực tiễn phản ánh tốt kiến thức lý thuyết , hướng dẫn cho sinh viên cách tiếp cận với tài liệu tiếng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh ."
topic,baseline,tfidf_char_svm,no_accent,full,test_149,lecturer,training_program,high,0.782608695652174,21.0,1.4565217391304348,"cách mà thầy hướng cho sinh viên tiếp cận kiến thức , tính chuyên nghiệp trong việc đưa ra những ví dụ thực tiễn phản ánh tốt kiến thức lý thuyết , hướng dẫn cho sinh viên cách tiếp cận với tài liệu tiếng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh ."
topic,baseline,tfidf_char_svm,no_accent,changed_only,test_149,lecturer,training_program,high,0.782608695652174,21.0,1.4565217391304348,"cách mà thầy hướng cho sinh viên tiếp cận kiến thức , tính chuyên nghiệp trong việc đưa ra những ví dụ thực tiễn phản ánh tốt kiến thức lý thuyết , hướng dẫn cho sinh viên cách tiếp cận với tài liệu tiếng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh ."
sentiment,phobert,phobert_base,no_accent,full,test_149,positive,neutral,high,0.782608695652174,21.0,1.4565217391304348,"cách mà thầy hướng cho sinh viên tiếp cận kiến thức , tính chuyên nghiệp trong việc đưa ra những ví dụ thực tiễn phản ánh tốt kiến thức lý thuyết , hướng dẫn cho sinh viên cách tiếp cận với tài liệu tiếng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh ."
sentiment,phobert,phobert_base,no_accent,changed_only,test_149,positive,neutral,high,0.782608695652174,21.0,1.4565217391304348,"cách mà thầy hướng cho sinh viên tiếp cận kiến thức , tính chuyên nghiệp trong việc đưa ra những ví dụ thực tiễn phản ánh tốt kiến thức lý thuyết , hướng dẫn cho sinh viên cách tiếp cận với tài liệu tiếng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh .","cach ma thay huong cho sinh vien tiep can kien thuc , tinh chuyen nghiep trong viec dua ra nhung vi du thuc tien phan anh tot kien thuc ly thuyet , huong dan cho sinh vien cach tiep can voi tai lieu tieng anh ."
topic,baseline,tfidf_char_svm,no_accent,full,test_1117,lecturer,training_program,high,0.8253968253968254,21.0,1.318181818181818,"nếu xét về mặt ý nghĩa thì đúng , nhưng heapsort là một phương pháp khó và hoàn toàn mới , trong khi tất cả các lớp khác giảng viên hướng dẫn nhiệt tình mà còn có nhiều sinh viên không hiểu , ở đây thầy lạ khẳng định không thi mà nói câu đó nữa thì sinh viên sau phục được !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !"
topic,baseline,tfidf_char_svm,no_accent,changed_only,test_1117,lecturer,training_program,high,0.8253968253968254,21.0,1.318181818181818,"nếu xét về mặt ý nghĩa thì đúng , nhưng heapsort là một phương pháp khó và hoàn toàn mới , trong khi tất cả các lớp khác giảng viên hướng dẫn nhiệt tình mà còn có nhiều sinh viên không hiểu , ở đây thầy lạ khẳng định không thi mà nói câu đó nữa thì sinh viên sau phục được !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !"
topic,baseline,tfidf_word_svm,no_accent,full,test_1117,lecturer,training_program,high,0.8253968253968254,21.0,1.318181818181818,"nếu xét về mặt ý nghĩa thì đúng , nhưng heapsort là một phương pháp khó và hoàn toàn mới , trong khi tất cả các lớp khác giảng viên hướng dẫn nhiệt tình mà còn có nhiều sinh viên không hiểu , ở đây thầy lạ khẳng định không thi mà nói câu đó nữa thì sinh viên sau phục được !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !"
topic,baseline,tfidf_word_svm,no_accent,changed_only,test_1117,lecturer,training_program,high,0.8253968253968254,21.0,1.318181818181818,"nếu xét về mặt ý nghĩa thì đúng , nhưng heapsort là một phương pháp khó và hoàn toàn mới , trong khi tất cả các lớp khác giảng viên hướng dẫn nhiệt tình mà còn có nhiều sinh viên không hiểu , ở đây thầy lạ khẳng định không thi mà nói câu đó nữa thì sinh viên sau phục được !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !"
sentiment,phobert,phobert_base,no_accent,full,test_1117,negative,neutral,high,0.8253968253968254,21.0,1.318181818181818,"nếu xét về mặt ý nghĩa thì đúng , nhưng heapsort là một phương pháp khó và hoàn toàn mới , trong khi tất cả các lớp khác giảng viên hướng dẫn nhiệt tình mà còn có nhiều sinh viên không hiểu , ở đây thầy lạ khẳng định không thi mà nói câu đó nữa thì sinh viên sau phục được !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !"
sentiment,phobert,phobert_base,no_accent,changed_only,test_1117,negative,neutral,high,0.8253968253968254,21.0,1.318181818181818,"nếu xét về mặt ý nghĩa thì đúng , nhưng heapsort là một phương pháp khó và hoàn toàn mới , trong khi tất cả các lớp khác giảng viên hướng dẫn nhiệt tình mà còn có nhiều sinh viên không hiểu , ở đây thầy lạ khẳng định không thi mà nói câu đó nữa thì sinh viên sau phục được !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !","neu xet ve mat y nghia thi dung , nhung heapsort la mot phuong phap kho va hoan toan moi , trong khi tat ca cac lop khac giang vien huong dan nhiet tinh ma con co nhieu sinh vien khong hieu , o day thay la khang dinh khong thi ma noi cau do nua thi sinh vien sau phuc duoc !"
topic,baseline,tfidf_char_svm,no_accent,full,test_2911,lecturer,training_program,high,0.8285714285714286,21.0,1.3,thầy có lòng nhiệt thành nhưng theo em thì khả năng truyền đạt của thầy không được tốt dẫn đến chúng em không hiểu và dù thầy có lòng nhưng chúng em không thể tiếp thu được nên mong sao thầy có thể truyền đạt một cách dễ hiểu nhất cho sinh viên có thể áp dụng làm bài tập ngay trong giờ lý thuyết để dễ hiểu hơn .,thay co long nhiet thanh nhung theo em thi kha nang truyen dat cua thay khong duoc tot dan den chung em khong hieu va du thay co long nhung chung em khong the tiep thu duoc nen mong sao thay co the truyen dat mot cach de hieu nhat cho sinh vien co the ap dung lam bai tap ngay trong gio ly thuyet de de hieu hon .,thay co long nhiet thanh nhung theo em thi kha nang truyen dat cua thay khong duoc tot dan den chung em khong hieu va du thay co long nhung chung em khong the tiep thu duoc nen mong sao thay co the truyen dat mot cach de hieu nhat cho sinh vien co the ap dung lam bai tap ngay trong gio ly thuyet de de hieu hon .
topic,baseline,tfidf_char_svm,no_accent,changed_only,test_2911,lecturer,training_program,high,0.8285714285714286,21.0,1.3,thầy có lòng nhiệt thành nhưng theo em thì khả năng truyền đạt của thầy không được tốt dẫn đến chúng em không hiểu và dù thầy có lòng nhưng chúng em không thể tiếp thu được nên mong sao thầy có thể truyền đạt một cách dễ hiểu nhất cho sinh viên có thể áp dụng làm bài tập ngay trong giờ lý thuyết để dễ hiểu hơn .,thay co long nhiet thanh nhung theo em thi kha nang truyen dat cua thay khong duoc tot dan den chung em khong hieu va du thay co long nhung chung em khong the tiep thu duoc nen mong sao thay co the truyen dat mot cach de hieu nhat cho sinh vien co the ap dung lam bai tap ngay trong gio ly thuyet de de hieu hon .,thay co long nhiet thanh nhung theo em thi kha nang truyen dat cua thay khong duoc tot dan den chung em khong hieu va du thay co long nhung chung em khong the tiep thu duoc nen mong sao thay co the truyen dat mot cach de hieu nhat cho sinh vien co the ap dung lam bai tap ngay trong gio ly thuyet de de hieu hon .
topic,baseline,tfidf_word_svm,no_accent,full,test_2911,lecturer,others,high,0.8285714285714286,21.0,1.3,thầy có lòng nhiệt thành nhưng theo em thì khả năng truyền đạt của thầy không được tốt dẫn đến chúng em không hiểu và dù thầy có lòng nhưng chúng em không thể tiếp thu được nên mong sao thầy có thể truyền đạt một cách dễ hiểu nhất cho sinh viên có thể áp dụng làm bài tập ngay trong giờ lý thuyết để dễ hiểu hơn .,thay co long nhiet thanh nhung theo em thi kha nang truyen dat cua thay khong duoc tot dan den chung em khong hieu va du thay co long nhung chung em khong the tiep thu duoc nen mong sao thay co the truyen dat mot cach de hieu nhat cho sinh vien co the ap dung lam bai tap ngay trong gio ly thuyet de de hieu hon .,thay co long nhiet thanh nhung theo em thi kha nang truyen dat cua thay khong duoc tot dan den chung em khong hieu va du thay co long nhung chung em khong the tiep thu duoc nen mong sao thay co the truyen dat mot cach de hieu nhat cho sinh vien co the ap dung lam bai tap ngay trong gio ly thuyet de de hieu hon .
topic,baseline,tfidf_word_svm,no_accent,changed_only,test_2911,lecturer,others,high,0.8285714285714286,21.0,1.3,thầy có lòng nhiệt thành nhưng theo em thì khả năng truyền đạt của thầy không được tốt dẫn đến chúng em không hiểu và dù thầy có lòng nhưng chúng em không thể tiếp thu được nên mong sao thầy có thể truyền đạt một cách dễ hiểu nhất cho sinh viên có thể áp dụng làm bài tập ngay trong giờ lý thuyết để dễ hiểu hơn .,thay co long nhiet thanh nhung theo em thi kha nang truyen dat cua thay khong duoc tot dan den chung em khong hieu va du thay co long nhung chung em khong the tiep thu duoc nen mong sao thay co the truyen dat mot cach de hieu nhat cho sinh vien co the ap dung lam bai tap ngay trong gio ly thuyet de de hieu hon .,thay co long nhiet thanh nhung theo em thi kha nang truyen dat cua thay khong duoc tot dan den chung em khong hieu va du thay co long nhung chung em khong the tiep thu duoc nen mong sao thay co the truyen dat mot cach de hieu nhat cho sinh vien co the ap dung lam bai tap ngay trong gio ly thuyet de de hieu hon .
topic,phobert,phobert_base,no_accent,full,test_2911,lecturer,others,high,0.8285714285714286,21.0,1.3,thầy có lòng nhiệt thành nhưng theo em thì khả năng truyền đạt của thầy không được tốt dẫn đến chúng em không hiểu và dù thầy có lòng nhưng chúng em không thể tiếp thu được nên mong sao thầy có thể truyền đạt một cách dễ hiểu nhất cho sinh viên có thể áp dụng làm bài tập ngay trong giờ lý thuyết để dễ hiểu hơn .,thay co long nhiet thanh nhung theo em thi kha nang truyen dat cua thay khong duoc tot dan den chung em khong hieu va du thay co long nhung chung em khong the tiep thu duoc nen mong sao thay co the truyen dat mot cach de hieu nhat cho sinh vien co the ap dung lam bai tap ngay trong gio ly thuyet de de hieu hon .,thay co long nhiet thanh nhung theo em thi kha nang truyen dat cua thay khong duoc tot dan den chung em khong hieu va du thay co long nhung chung em khong the tiep thu duoc nen mong sao thay co the truyen dat mot cach de hieu nhat cho sinh vien co the ap dung lam bai tap ngay trong gio ly thuyet de de hieu hon .
