task,model_type,model_name,noise_type,evaluation_scope,id,true_label,pred_label,severity,changed_token_ratio,subword_delta,subword_inflation_ratio,original_text,noisy_text,text
sentiment,baseline,tfidf_char_svm,clean,full,test_845,neutral,positive,clean,0.0,,,khi được đề cập thì thầy cho đó là mục tiêu cho các bạn tự tìm hiểu nhằm phát huy tốt nhất tư duy .,khi được đề cập thì thầy cho đó là mục tiêu cho các bạn tự tìm hiểu nhằm phát huy tốt nhất tư duy .,khi được đề cập thì thầy cho đó là mục tiêu cho các bạn tự tìm hiểu nhằm phát huy tốt nhất tư duy .
sentiment,baseline,tfidf_char_svm,clean,full,test_880,neutral,negative,clean,0.0,,,"phòng máy cũ , nhưng nhìn chung thì không có ảnh hưởng gì vì thầy dạy rất nhiệt tình .","phòng máy cũ , nhưng nhìn chung thì không có ảnh hưởng gì vì thầy dạy rất nhiệt tình .","phòng máy cũ , nhưng nhìn chung thì không có ảnh hưởng gì vì thầy dạy rất nhiệt tình ."
sentiment,baseline,tfidf_char_svm,clean,full,test_931,neutral,positive,clean,0.0,,,nói dễ nghe .,nói dễ nghe .,nói dễ nghe .
sentiment,baseline,tfidf_char_svm,clean,full,test_970,neutral,negative,clean,0.0,,,do khi ra trường các công ty chủ yếu đánh mạnh phần thực hành và vận dụng .,do khi ra trường các công ty chủ yếu đánh mạnh phần thực hành và vận dụng .,do khi ra trường các công ty chủ yếu đánh mạnh phần thực hành và vận dụng .
sentiment,baseline,tfidf_char_svm,clean,full,test_971,neutral,positive,clean,0.0,,,giáo viên truyền đạt kinh nghiệm thực tế nhiều .,giáo viên truyền đạt kinh nghiệm thực tế nhiều .,giáo viên truyền đạt kinh nghiệm thực tế nhiều .
sentiment,baseline,tfidf_char_svm,clean,full,test_1085,neutral,positive,clean,0.0,,,sự tận tình .,sự tận tình .,sự tận tình .
sentiment,baseline,tfidf_char_svm,clean,full,test_1107,neutral,positive,clean,0.0,,,thầy dạy đủ nội dung bài học .,thầy dạy đủ nội dung bài học .,thầy dạy đủ nội dung bài học .
sentiment,baseline,tfidf_char_svm,clean,full,test_1111,neutral,negative,clean,0.0,,,có thể nhiều bạn thích nhưng bản thân mình thấy thầy nói một vấn đề hơi dài dòng .,có thể nhiều bạn thích nhưng bản thân mình thấy thầy nói một vấn đề hơi dài dòng .,có thể nhiều bạn thích nhưng bản thân mình thấy thầy nói một vấn đề hơi dài dòng .
sentiment,baseline,tfidf_char_svm,clean,full,test_1121,neutral,positive,clean,0.0,,,tiếp thu bài cũng ổn .,tiếp thu bài cũng ổn .,tiếp thu bài cũng ổn .
sentiment,baseline,tfidf_char_svm,clean,full,test_1150,neutral,positive,clean,0.0,,,lên lớp đều .,lên lớp đều .,lên lớp đều .
sentiment,baseline,tfidf_char_svm,clean,full,test_1201,neutral,positive,clean,0.0,,,"đối với cô wzjwz32 , cô rất tận tình , giải đáp thắc mắc và hướng đến sinh viên cùng trao đổi đối với y , hoàn toàn tách biệt với sinh viên , không có hướng trao đổi mà là hướng tra khảo kiến thức sinh viên .","đối với cô wzjwz32 , cô rất tận tình , giải đáp thắc mắc và hướng đến sinh viên cùng trao đổi đối với y , hoàn toàn tách biệt với sinh viên , không có hướng trao đổi mà là hướng tra khảo kiến thức sinh viên .","đối với cô wzjwz32 , cô rất tận tình , giải đáp thắc mắc và hướng đến sinh viên cùng trao đổi đối với y , hoàn toàn tách biệt với sinh viên , không có hướng trao đổi mà là hướng tra khảo kiến thức sinh viên ."
sentiment,baseline,tfidf_char_svm,clean,full,test_1209,neutral,negative,clean,0.0,,,tạm thời chưa có .,tạm thời chưa có .,tạm thời chưa có .
sentiment,baseline,tfidf_char_svm,clean,full,test_1217,neutral,negative,clean,0.0,,,nếu yêu cầu bài tập thì có thể nộp giấy riêng cho cô .,nếu yêu cầu bài tập thì có thể nộp giấy riêng cho cô .,nếu yêu cầu bài tập thì có thể nộp giấy riêng cho cô .
sentiment,baseline,tfidf_char_svm,clean,full,test_1330,neutral,negative,clean,0.0,,,không ạ .,không ạ .,không ạ .
sentiment,baseline,tfidf_char_svm,clean,full,test_1378,neutral,positive,clean,0.0,,,dạy tương đối đầy đủ chương trình .,dạy tương đối đầy đủ chương trình .,dạy tương đối đầy đủ chương trình .
sentiment,baseline,tfidf_char_svm,clean,full,test_1421,neutral,positive,clean,0.0,,,với lại đặc thù sinh viên trường em nó khác cô ạ .,với lại đặc thù sinh viên trường em nó khác cô ạ .,với lại đặc thù sinh viên trường em nó khác cô ạ .
sentiment,baseline,tfidf_char_svm,clean,full,test_1427,neutral,negative,clean,0.0,,,quá nhiều kiến thức cần nắm nhưng thời gian có hạn .,quá nhiều kiến thức cần nắm nhưng thời gian có hạn .,quá nhiều kiến thức cần nắm nhưng thời gian có hạn .
sentiment,baseline,tfidf_char_svm,clean,full,test_1447,neutral,positive,clean,0.0,,,thầy dạy khá ổn .,thầy dạy khá ổn .,thầy dạy khá ổn .
sentiment,baseline,tfidf_char_svm,clean,full,test_1450,neutral,positive,clean,0.0,,,thêm nhiều bài tập hay .,thêm nhiều bài tập hay .,thêm nhiều bài tập hay .
sentiment,baseline,tfidf_char_svm,clean,full,test_1486,neutral,positive,clean,0.0,,,luôn dạy đúng và đủ số tiết .,luôn dạy đúng và đủ số tiết .,luôn dạy đúng và đủ số tiết .
sentiment,baseline,tfidf_char_svm,clean,full,test_1518,neutral,negative,clean,0.0,,,em chỉ đăng ký học để chuyển điểm nên em không biết .,em chỉ đăng ký học để chuyển điểm nên em không biết .,em chỉ đăng ký học để chuyển điểm nên em không biết .
sentiment,baseline,tfidf_char_svm,clean,full,test_1612,neutral,negative,clean,0.0,,,giờ là 2014 rồi !,giờ là 2014 rồi !,giờ là 2014 rồi !
sentiment,baseline,tfidf_char_svm,clean,full,test_1624,neutral,positive,clean,0.0,,,giáo viên tạo nhiều cơ hội cho sinh viên được luyện nói tiếng anh trên lớp .,giáo viên tạo nhiều cơ hội cho sinh viên được luyện nói tiếng anh trên lớp .,giáo viên tạo nhiều cơ hội cho sinh viên được luyện nói tiếng anh trên lớp .
sentiment,baseline,tfidf_char_svm,clean,full,test_1672,neutral,negative,clean,0.0,,,phần thực hành này học 3 buổi .,phần thực hành này học 3 buổi .,phần thực hành này học 3 buổi .
sentiment,baseline,tfidf_char_svm,clean,full,test_1762,neutral,negative,clean,0.0,,,giữ nguyên hình thức cũ !,giữ nguyên hình thức cũ !,giữ nguyên hình thức cũ !
sentiment,baseline,tfidf_char_svm,clean,full,test_1768,neutral,negative,clean,0.0,,,có nhiều thời gian hơn để gặp giáo viên và thực hành trên lớp .,có nhiều thời gian hơn để gặp giáo viên và thực hành trên lớp .,có nhiều thời gian hơn để gặp giáo viên và thực hành trên lớp .
sentiment,baseline,tfidf_char_svm,clean,full,test_1846,neutral,negative,clean,0.0,,,nói chung là không có vấn đề tiêu cực với phương pháp của cô .,nói chung là không có vấn đề tiêu cực với phương pháp của cô .,nói chung là không có vấn đề tiêu cực với phương pháp của cô .
sentiment,baseline,tfidf_char_svm,clean,full,test_1849,neutral,negative,clean,0.0,,,vì thời gian trong lớp tập trung hơn .,vì thời gian trong lớp tập trung hơn .,vì thời gian trong lớp tập trung hơn .
sentiment,baseline,tfidf_char_svm,clean,full,test_1870,neutral,positive,clean,0.0,,,lớp có 2 giảng viên hướng dẫn là cô wzjwz90 và thầy wzjwz91 .,lớp có 2 giảng viên hướng dẫn là cô wzjwz90 và thầy wzjwz91 .,lớp có 2 giảng viên hướng dẫn là cô wzjwz90 và thầy wzjwz91 .
sentiment,baseline,tfidf_char_svm,clean,full,test_1952,neutral,negative,clean,0.0,,,vì thầy không đến lớp giảng dạy bữa nào cả nên em không biết nhận xét .,vì thầy không đến lớp giảng dạy bữa nào cả nên em không biết nhận xét .,vì thầy không đến lớp giảng dạy bữa nào cả nên em không biết nhận xét .
sentiment,baseline,tfidf_char_svm,clean,full,test_1955,neutral,negative,clean,0.0,,,"em được biết đây là kỳ dạy cuối cùng của thầy nên em chúc thầy sức khỏe dồi dào , gia đình hạnh phúc .","em được biết đây là kỳ dạy cuối cùng của thầy nên em chúc thầy sức khỏe dồi dào , gia đình hạnh phúc .","em được biết đây là kỳ dạy cuối cùng của thầy nên em chúc thầy sức khỏe dồi dào , gia đình hạnh phúc ."
sentiment,baseline,tfidf_char_svm,clean,full,test_1956,neutral,negative,clean,0.0,,,cho sinh viên những bài tập cơ bản để tìm hiểu về bài giảng lý thuyết .,cho sinh viên những bài tập cơ bản để tìm hiểu về bài giảng lý thuyết .,cho sinh viên những bài tập cơ bản để tìm hiểu về bài giảng lý thuyết .
sentiment,baseline,tfidf_char_svm,clean,full,test_2027,neutral,negative,clean,0.0,,,chỉ cần cho bài tập qua web môn học sinh viên sẽ làm .,chỉ cần cho bài tập qua web môn học sinh viên sẽ làm .,chỉ cần cho bài tập qua web môn học sinh viên sẽ làm .
sentiment,baseline,tfidf_char_svm,clean,full,test_2049,neutral,negative,clean,0.0,,,"bài tập thầy cho cũng đòi hỏi phải đến lớp , nghe giảng và phải hiểu thật sự mới làm được .","bài tập thầy cho cũng đòi hỏi phải đến lớp , nghe giảng và phải hiểu thật sự mới làm được .","bài tập thầy cho cũng đòi hỏi phải đến lớp , nghe giảng và phải hiểu thật sự mới làm được ."
sentiment,baseline,tfidf_char_svm,clean,full,test_2073,neutral,negative,clean,0.0,,,chỉ cần khoảng 60% gần tương ứng với nội dung thi là đủ .,chỉ cần khoảng 60% gần tương ứng với nội dung thi là đủ .,chỉ cần khoảng 60% gần tương ứng với nội dung thi là đủ .
sentiment,baseline,tfidf_char_svm,clean,full,test_2135,neutral,negative,clean,0.0,,,cái này vấn đề chung của cả nước mất rồi colonhihi .,cái này vấn đề chung của cả nước mất rồi colonhihi .,cái này vấn đề chung của cả nước mất rồi colonhihi .
sentiment,baseline,tfidf_char_svm,clean,full,test_2172,neutral,negative,clean,0.0,,,chỉ cần cho bài tập rồi làm nộp .,chỉ cần cho bài tập rồi làm nộp .,chỉ cần cho bài tập rồi làm nộp .
sentiment,baseline,tfidf_char_svm,clean,full,test_2199,neutral,positive,clean,0.0,,,bài tập và hướng dẫn giải bài tập trên lớp .,bài tập và hướng dẫn giải bài tập trên lớp .,bài tập và hướng dẫn giải bài tập trên lớp .
sentiment,baseline,tfidf_char_svm,clean,full,test_2265,neutral,positive,clean,0.0,,,cám ơn thầy wzjwz296 .,cám ơn thầy wzjwz296 .,cám ơn thầy wzjwz296 .
sentiment,baseline,tfidf_char_svm,clean,full,test_2317,neutral,positive,clean,0.0,,,thầy dạy rất vui nhưng đôi khi còn rất khó tính .,thầy dạy rất vui nhưng đôi khi còn rất khó tính .,thầy dạy rất vui nhưng đôi khi còn rất khó tính .
sentiment,baseline,tfidf_char_svm,clean,full,test_2323,neutral,positive,clean,0.0,,,kiến thức chuyên môn và nội dung dạy .,kiến thức chuyên môn và nội dung dạy .,kiến thức chuyên môn và nội dung dạy .
sentiment,baseline,tfidf_char_svm,clean,full,test_2337,neutral,negative,clean,0.0,,,cho bài tập từ dễ tới khó .,cho bài tập từ dễ tới khó .,cho bài tập từ dễ tới khó .
sentiment,baseline,tfidf_char_svm,clean,full,test_2355,neutral,negative,clean,0.0,,,tuy nhiên thầy ít đùa .,tuy nhiên thầy ít đùa .,tuy nhiên thầy ít đùa .
sentiment,baseline,tfidf_char_svm,clean,full,test_2365,neutral,positive,clean,0.0,,,lắng nghe cách giải quyết vấn đề của sinh viên .,lắng nghe cách giải quyết vấn đề của sinh viên .,lắng nghe cách giải quyết vấn đề của sinh viên .
sentiment,baseline,tfidf_char_svm,clean,full,test_2447,neutral,negative,clean,0.0,,,chú thích những phần cần phải tập trung .,chú thích những phần cần phải tập trung .,chú thích những phần cần phải tập trung .
sentiment,baseline,tfidf_char_svm,clean,full,test_2456,neutral,negative,clean,0.0,,,cô cho làm đồ án nhóm với lại cho bài tập theo từng tuần nên sinh viên có thời gian sắp xếp để làm bài .,cô cho làm đồ án nhóm với lại cho bài tập theo từng tuần nên sinh viên có thời gian sắp xếp để làm bài .,cô cho làm đồ án nhóm với lại cho bài tập theo từng tuần nên sinh viên có thời gian sắp xếp để làm bài .
sentiment,baseline,tfidf_char_svm,clean,full,test_2461,neutral,negative,clean,0.0,,,tập trung thực hành kiến thức trọng tâm của giờ ký thuyết .,tập trung thực hành kiến thức trọng tâm của giờ ký thuyết .,tập trung thực hành kiến thức trọng tâm của giờ ký thuyết .
sentiment,baseline,tfidf_char_svm,clean,full,test_2505,neutral,negative,clean,0.0,,,cứ theo tiến độ của môn học .,cứ theo tiến độ của môn học .,cứ theo tiến độ của môn học .
sentiment,baseline,tfidf_char_svm,clean,full,test_2572,neutral,negative,clean,0.0,,,cơ sở vật chất .,cơ sở vật chất .,cơ sở vật chất .
sentiment,baseline,tfidf_char_svm,clean,full,test_2603,neutral,positive,clean,0.0,,,nhiều ví dụ .,nhiều ví dụ .,nhiều ví dụ .
sentiment,baseline,tfidf_char_svm,clean,full,test_2606,neutral,positive,clean,0.0,,,"thầy giảng nhiệt tình , sát trọng tâm , dễ hiểu , mong thầy kỳ sau sẽ dạy môn xác xuất thống kê .","thầy giảng nhiệt tình , sát trọng tâm , dễ hiểu , mong thầy kỳ sau sẽ dạy môn xác xuất thống kê .","thầy giảng nhiệt tình , sát trọng tâm , dễ hiểu , mong thầy kỳ sau sẽ dạy môn xác xuất thống kê ."
sentiment,baseline,tfidf_char_svm,clean,full,test_2629,neutral,positive,clean,0.0,,,chi tiết .,chi tiết .,chi tiết .
sentiment,baseline,tfidf_char_svm,clean,full,test_2635,neutral,positive,clean,0.0,,,phần ý kiến của em trong phần khảo sát thầy wzjwz7 em nói có liên quan đến thầy luôn .,phần ý kiến của em trong phần khảo sát thầy wzjwz7 em nói có liên quan đến thầy luôn .,phần ý kiến của em trong phần khảo sát thầy wzjwz7 em nói có liên quan đến thầy luôn .
sentiment,baseline,tfidf_char_svm,clean,full,test_2646,neutral,negative,clean,0.0,,,mỗi dạng bài thì thầy ghi ra 3 câu bài tập là ổn rồi .,mỗi dạng bài thì thầy ghi ra 3 câu bài tập là ổn rồi .,mỗi dạng bài thì thầy ghi ra 3 câu bài tập là ổn rồi .
sentiment,baseline,tfidf_char_svm,clean,full,test_2677,neutral,negative,clean,0.0,,,"một số chỗ khó hiểu , nhưng nếu chăm chỉ tự học thì sẽ khắc phục được .","một số chỗ khó hiểu , nhưng nếu chăm chỉ tự học thì sẽ khắc phục được .","một số chỗ khó hiểu , nhưng nếu chăm chỉ tự học thì sẽ khắc phục được ."
sentiment,baseline,tfidf_char_svm,clean,full,test_2722,neutral,positive,clean,0.0,,,cám ơn thầy đã giúp đỡ em .,cám ơn thầy đã giúp đỡ em .,cám ơn thầy đã giúp đỡ em .
sentiment,baseline,tfidf_char_svm,clean,full,test_2725,neutral,positive,clean,0.0,,,chăm chú bài tập .,chăm chú bài tập .,chăm chú bài tập .
sentiment,baseline,tfidf_char_svm,clean,full,test_2744,neutral,positive,clean,0.0,,,giảng dạy thực tế .,giảng dạy thực tế .,giảng dạy thực tế .
sentiment,baseline,tfidf_char_svm,clean,full,test_2796,neutral,positive,clean,0.0,,,nghỉ sinh em bé vui vẻ nha cô .,nghỉ sinh em bé vui vẻ nha cô .,nghỉ sinh em bé vui vẻ nha cô .
sentiment,baseline,tfidf_char_svm,clean,full,test_2817,neutral,negative,clean,0.0,,,cứ theo tiến độ của chương trình môn học .,cứ theo tiến độ của chương trình môn học .,cứ theo tiến độ của chương trình môn học .
sentiment,baseline,tfidf_char_svm,clean,full,test_2875,neutral,positive,clean,0.0,,,dạy kỹ các phần quan trọng .,dạy kỹ các phần quan trọng .,dạy kỹ các phần quan trọng .
sentiment,baseline,tfidf_char_svm,clean,full,test_2899,neutral,negative,clean,0.0,,,có lúc em còn cảm thấy có lỗi vì công sức của cô trên lớp như vậy mà mình lại làm biếng học bài .,có lúc em còn cảm thấy có lỗi vì công sức của cô trên lớp như vậy mà mình lại làm biếng học bài .,có lúc em còn cảm thấy có lỗi vì công sức của cô trên lớp như vậy mà mình lại làm biếng học bài .
sentiment,baseline,tfidf_char_svm,clean,full,test_2981,neutral,negative,clean,0.0,,,em chưa nhớ thầy là ai nữa .,em chưa nhớ thầy là ai nữa .,em chưa nhớ thầy là ai nữa .
sentiment,baseline,tfidf_char_svm,clean,full,test_2999,neutral,negative,clean,0.0,,,dựa vào một game cơ bản để sinh viên hiểu rõ hơn .,dựa vào một game cơ bản để sinh viên hiểu rõ hơn .,dựa vào một game cơ bản để sinh viên hiểu rõ hơn .
sentiment,baseline,tfidf_char_svm,clean,full,test_3021,neutral,positive,clean,0.0,,,đó là một động lực rất lớn để tụi em hoàn thành hết tất cả bài tập của thầy .,đó là một động lực rất lớn để tụi em hoàn thành hết tất cả bài tập của thầy .,đó là một động lực rất lớn để tụi em hoàn thành hết tất cả bài tập của thầy .
sentiment,baseline,tfidf_char_svm,clean,full,test_3056,neutral,negative,clean,0.0,,,"dạ , cho em hỏi là trường mình là tạo sao không dùng ngôn ngữ c thay cho assembly .","dạ , cho em hỏi là trường mình là tạo sao không dùng ngôn ngữ c thay cho assembly .","dạ , cho em hỏi là trường mình là tạo sao không dùng ngôn ngữ c thay cho assembly ."
sentiment,baseline,tfidf_char_svm,clean,full,test_3078,neutral,negative,clean,0.0,,,môn học này chất lượng bình thường .,môn học này chất lượng bình thường .,môn học này chất lượng bình thường .
sentiment,baseline,tfidf_char_svm,clean,full,test_3095,neutral,positive,clean,0.0,,,"ngoài thời gian cố định như trong thời khóa biểu của nhà trường , em đều cố gắng sắp xếp đi đủ .","ngoài thời gian cố định như trong thời khóa biểu của nhà trường , em đều cố gắng sắp xếp đi đủ .","ngoài thời gian cố định như trong thời khóa biểu của nhà trường , em đều cố gắng sắp xếp đi đủ ."
sentiment,baseline,tfidf_char_svm,clean,full,test_3105,neutral,negative,clean,0.0,,,đi học rất ít nên rất mất công người đi dậy .,đi học rất ít nên rất mất công người đi dậy .,đi học rất ít nên rất mất công người đi dậy .
sentiment,baseline,tfidf_char_svm,clean,full,test_3150,neutral,negative,clean,0.0,,,có một ít áp lực .,có một ít áp lực .,có một ít áp lực .
sentiment,baseline,tfidf_char_svm,clean,full,test_3151,neutral,negative,clean,0.0,,,phân bố thời gian khoảng 3 tiết .,phân bố thời gian khoảng 3 tiết .,phân bố thời gian khoảng 3 tiết .
sentiment,baseline,tfidf_char_svm,clean,full,test_3165,neutral,negative,clean,0.0,,,"em có học ở một trung tâm tiếng anh ở ngoài trường , thời lượng hợp lý , không nhiều không ít khoảng 2 - 3 tiết một buổi !","em có học ở một trung tâm tiếng anh ở ngoài trường , thời lượng hợp lý , không nhiều không ít khoảng 2 - 3 tiết một buổi !","em có học ở một trung tâm tiếng anh ở ngoài trường , thời lượng hợp lý , không nhiều không ít khoảng 2 - 3 tiết một buổi !"
sentiment,baseline,tfidf_char_svm,domain_abbreviation,full,test_35,neutral,positive,low,0.1428571428571428,0.0,1.0,môn học này giúp chúng em hiểu ra những vấn đề cơ bản .,mh này giúp chúng em hiểu ra những vấn đề cơ bản .,mh này giúp chúng em hiểu ra những vấn đề cơ bản .
sentiment,baseline,tfidf_char_svm,domain_abbreviation,full,test_53,neutral,negative,none,0.0,0.0,1.0,như vậy tụi em sẽ định hướng tốt hơn và tập trung vào những thứ cần thiết .,như vậy tụi em sẽ định hướng tốt hơn và tập trung vào những thứ cần thiết .,như vậy tụi em sẽ định hướng tốt hơn và tập trung vào những thứ cần thiết .
sentiment,baseline,tfidf_char_svm,domain_abbreviation,full,test_121,neutral,positive,none,0.0,0.0,1.0,"ví dụ phù hợp với nội dung kiến thức , hướng dẫn chi tiết .","ví dụ phù hợp với nội dung kiến thức , hướng dẫn chi tiết .","ví dụ phù hợp với nội dung kiến thức , hướng dẫn chi tiết ."
sentiment,baseline,tfidf_char_svm,domain_abbreviation,full,test_162,neutral,negative,high,0.8,-1.0,0.8,giáo viên thực hành .,gv th .,gv th .
sentiment,baseline,tfidf_char_svm,domain_abbreviation,full,test_178,neutral,positive,none,0.0,0.0,1.0,tâm lý .,tâm lý .,tâm lý .
sentiment,baseline,tfidf_char_svm,domain_abbreviation,full,test_292,neutral,positive,none,0.0,0.0,1.0,kỹ những chương cuối .,kỹ những chương cuối .,kỹ những chương cuối .
sentiment,baseline,tfidf_char_svm,domain_abbreviation,full,test_356,neutral,positive,low,0.2,0.0,1.0,cả cuộc sống sau này lẫn trong môn học .,cả cuộc sống sau này lẫn trong mh .,cả cuộc sống sau này lẫn trong mh .
sentiment,baseline,tfidf_char_svm,domain_abbreviation,full,test_362,neutral,positive,medium,0.2222222222222222,-1.0,0.9090909090909092,cô cho em 10 điểm thực hành colonlove .,cô cho em 10 điểm th colonlove .,cô cho em 10 điểm th colonlove .
sentiment,baseline,tfidf_char_svm,domain_abbreviation,full,test_439,neutral,negative,none,0.0,0.0,1.0,đã có làm đơn với phòng đào tạo .,đã có làm đơn với phòng đào tạo .,đã có làm đơn với phòng đào tạo .
sentiment,baseline,tfidf_char_svm,domain_abbreviation,full,test_453,neutral,positive,medium,0.4,0.0,1.0,bài tập đầy đủ .,bt đầy đủ .,bt đầy đủ .
sentiment,baseline,tfidf_char_svm,domain_abbreviation,full,test_458,neutral,positive,medium,0.2222222222222222,0.0,1.0,có cung cấp tài liệu cho sinh viên .,có cung cấp tài liệu cho sv .,có cung cấp tài liệu cho sv .
