task,model_type,model_name,model_path,noise_type,evaluation_scope,num_eval_samples,accuracy,macro_f1,weighted_f1
topic,baseline,majority_class,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\majority_class.joblib,teencode_colloquial,changed_only,1541,0.7248539909149903,0.21012039127163282,0.6092264167434494
topic,baseline,majority_class,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\majority_class.joblib,typo,full,3166,0.7233101705622236,0.20986070381231672,0.6071775258751805
topic,baseline,majority_class,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\majority_class.joblib,typo,changed_only,3074,0.7293428757319453,0.21087283671933785,0.6151944045865393
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,clean,full,3166,0.8325963360707518,0.7298992611100819,0.839645204872686
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,domain_abbreviation,full,3166,0.7902716361339229,0.6725484025617406,0.8045753436243234
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,domain_abbreviation,changed_only,1530,0.7640522875816993,0.6050023732100819,0.790010002984533
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,elongation,full,3166,0.8262792166771952,0.7263005163541868,0.8351395535425029
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,elongation,changed_only,3164,0.8264854614412137,0.7259122338413639,0.8354508179233836
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,mixed_noise,full,3166,0.7665824384080859,0.6512729384417743,0.7855699930113486
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,mixed_noise,changed_only,3135,0.7671451355661882,0.6501795721394815,0.7865501755536647
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,no_accent,full,3166,0.41724573594440933,0.2874747936508772,0.4831672914051297
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,no_accent,changed_only,3162,0.4171410499683744,0.28693450446771795,0.4834349841227401
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,teencode_colloquial,full,3166,0.8332280480101074,0.7291593862513348,0.8395796318884526
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,teencode_colloquial,changed_only,1541,0.8254380272550292,0.7192579047817451,0.833454383196938
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,typo,full,3166,0.7842703727100442,0.676290421820165,0.800096394628045
topic,baseline,tfidf_char_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_char_svm.joblib,typo,changed_only,3074,0.7849707221860768,0.6687363365402235,0.8022332501810875
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,clean,full,3166,0.8584965255843335,0.7509224329491841,0.8598470959343006
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,domain_abbreviation,full,3166,0.826595072646873,0.7103478434897113,0.8317005238677558
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,domain_abbreviation,changed_only,1530,0.8098039215686275,0.6531419312438239,0.8209674800993225
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,elongation,full,3166,0.8395451674036639,0.7265547490239282,0.8438239380097379
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,elongation,changed_only,3164,0.8397597977243995,0.7260344928101689,0.8441275533754395
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,mixed_noise,full,3166,0.7994314592545799,0.6814335966129226,0.8104212648443994
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,mixed_noise,changed_only,3135,0.7996810207336523,0.6802558403369654,0.8111851568006929
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,no_accent,full,3166,0.3297536323436513,0.2613589496179329,0.40645484637396606
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,no_accent,changed_only,3162,0.32922201138519924,0.2608501226606441,0.4063762450243799
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,teencode_colloquial,full,3166,0.8600758054327227,0.7538346325281163,0.8615333934204283
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,teencode_colloquial,changed_only,1541,0.8572355613238157,0.7589946316862335,0.8606621272785894
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,typo,full,3166,0.8291219204042957,0.7166286523540413,0.8355961141611622
topic,baseline,tfidf_word_svm,d:\project-ml-engineering\nlp-phobert-student-feedback\models\baselines\topic\tfidf_word_svm.joblib,typo,changed_only,3074,0.8311646063760573,0.7124039636350199,0.8389305451468465
